3a02. Total milk production for the last 20 days 16/12/2020 15:18:44
26/11/2020,586,10.5,8.6,637
26/11/2020,195,5.3,10.7,335
26/11/2020,584,14.7,8.2,517
26/11/2020,169,51.7,9.2,1467
26/11/2020,177,12.4,10.2,564
26/11/2020,539,27.7,8.9,1331
26/11/2020,254,24.4,8.8,816
26/11/2020,532,15.1,8.1,1218
26/11/2020,535,29.1,10.4,846
26/11/2020,278,25.3,9.1,1121
26/11/2020,557,15.5,10.0,465
26/11/2020,208,8.7,12.0,719
26/11/2020,581,9.9,9.1,503
26/11/2020,211,11.1,9.3,523
26/11/2020,600,14.3,9.3,708
26/11/2020,63,22.6,9.1,1065
26/11/2020,83,10.4,8.9,889
26/11/2020,57,16.9,11.7,472
26/11/2020,952,25.8,9.5,814
26/11/2020,56,14.8,11.4,969
26/11/2020,60,10.6,12.0,372
26/11/2020,604,12.7,9.3,777
26/11/2020,166,20.9,8.3,1099
26/11/2020,348,30.1,9.9,898
26/11/2020,347,10.7,9.3,771
26/11/2020,402,20.2,9.9,626
26/11/2020,350,18.5,9.9,1230
26/11/2020,390,17.3,9.5,1036
26/11/2020,447,24.8,9.2,999
26/11/2020,337,33.3,9.1,1056
26/11/2020,443,19.3,8.6,948
26/11/2020,370,14.3,9.5,936
26/11/2020,358,16.3,8.9,919
26/11/2020,383,18.1,8.9,519
26/11/2020,386,10.7,8.4,814
26/11/2020,353,17.1,8.0,930
26/11/2020,356,21.3,9.1,1288
26/11/2020,382,13.2,9.3,553
26/11/2020,355,16.2,9.2,533
26/11/2020,297,11.7,8.1,501
26/11/2020,511,10.8,8.7,743
26/11/2020,516,24.1,8.8,817
26/11/2020,307,25.0,8.0,1567
26/11/2020,503,4.9,11.7,372
26/11/2020,300,8.4,10.9,536
26/11/2020,504,16.0,10.0,676
26/11/2020,531,10.7,7.6,1156
26/11/2020,281,29.9,8.8,1151
26/11/2020,519,21.2,9.2,758
26/11/2020,524,19.4,9.8,1834
26/11/2020,523,20.3,9.1,610
26/11/2020,319,14.9,10.9,610
26/11/2020,468,16.2,9.2,920
26/11/2020,479,18.4,9.6,1096
26/11/2020,311,9.6,11.1,501
26/11/2020,493,22.1,8.5,862
26/11/2020,497,18.9,8.8,901
26/11/2020,317,7.6,8.9,600
26/11/2020,487,18.1,8.7,1137
26/11/2020,312,13.6,8.9,479
26/11/2020,26,20.8,8.5,754
26/11/2020,973,17.4,10.0,792
26/11/2020,53,17.9,9.3,734
26/11/2020,968,15.7,9.9,934
27/11/2020,447,27.2,8.9,1082
27/11/2020,166,23.2,8.8,959
27/11/2020,604,11.1,8.7,649
27/11/2020,443,18.9,8.3,1053
27/11/2020,600,17.0,10.3,707
27/11/2020,177,12.9,10.6,577
27/11/2020,468,16.7,8.9,885
27/11/2020,595,4.0,8.7,200
27/11/2020,169,47.5,9.5,1425
27/11/2020,337,36.5,8.8,1159
27/11/2020,973,16.9,11.1,803
27/11/2020,383,18.2,9.1,521
27/11/2020,83,12.1,8.8,856
27/11/2020,386,16.8,8.7,1084
27/11/2020,353,19.7,8.4,1041
27/11/2020,402,26.5,9.3,813
27/11/2020,347,11.9,9.3,646
27/11/2020,390,18.9,9.3,1184
27/11/2020,350,19.9,11.4,1066
27/11/2020,348,31.4,9.8,1149
27/11/2020,300,11.3,11.1,646
27/11/2020,539,28.5,8.8,1339
27/11/2020,254,25.8,9.2,769
27/11/2020,511,11.1,8.7,561
27/11/2020,297,13.5,8.6,768
27/11/2020,535,27.2,9.9,779
27/11/2020,504,18.0,10.0,733
27/11/2020,503,4.7,10.7,368
27/11/2020,968,16.2,10.4,853
27/11/2020,307,27.8,8.1,1655
27/11/2020,281,33.9,9.8,1062
27/11/2020,523,22.0,9.5,636
27/11/2020,524,21.7,8.2,1532
27/11/2020,531,12.2,7.6,889
27/11/2020,278,25.4,9.3,1073
27/11/2020,516,15.8,8.8,771
27/11/2020,532,16.6,9.5,1039
27/11/2020,519,27.1,9.9,784
27/11/2020,319,17.9,10.9,619
27/11/2020,586,9.8,8.5,693
27/11/2020,487,22.9,8.5,843
27/11/2020,479,19.8,9.1,885
27/11/2020,208,8.7,9.9,544
27/11/2020,493,21.8,8.5,732
27/11/2020,557,14.6,9.8,584
27/11/2020,311,9.7,10.2,609
27/11/2020,211,9.4,13.1,569
27/11/2020,497,22.4,8.8,1157
27/11/2020,312,18.7,8.9,734
27/11/2020,317,11.1,9.5,668
27/11/2020,195,5.4,10.7,492
